Date,Team,Location,Opponent,Team_Score,Opponent_Score,Win?
11/8,FIU,Away,Nebraska,66.0,96.0,No
11/8,Saint Joseph's,Home,Drexel,76.0,65.0,Yes
11/8,Drexel,Away,Saint Joseph's,65.0,76.0,No
11/8,Syracuse,Home,Delaware St,83.0,43.0,Yes
11/8,Delaware St,Away,Syracuse,43.0,83.0,No
11/8,G Washington,Home,South Florida,99.0,95.0,Yes
11/8,South Florida,Away,G Washington,95.0,99.0,No
11/8,Tulane,Home,Texas St,79.0,71.0,Yes
11/8,Texas St,Away,Tulane,71.0,79.0,No
11/8,C Arkansas,Home,Champ Chrstn,110.0,63.0,Yes
11/8,Champ Chrstn,Away,C Arkansas,63.0,110.0,No
11/8,Toledo,Home,Marshall,73.0,85.0,No
11/8,Marshall,Away,Toledo,85.0,73.0,Yes
11/8,NJIT,Home,Fairfield,53.0,74.0,No
11/8,Fairfield,Away,NJIT,74.0,53.0,Yes
11/8,Wofford,Home,Milwaukee,86.0,76.0,Yes
11/8,Milwaukee,Away,Wofford,76.0,86.0,No
11/8,Dayton,Home,UMBC,77.0,71.0,Yes
11/8,UMBC,Away,Dayton,71.0,77.0,No
11/8,Binghamton,Home,Niagara,59.0,67.0,No
11/8,Niagara,Away,Binghamton,67.0,59.0,Yes
11/8,Saint Peter's,Home,Fairleigh Dickinson,93.0,83.0,Yes
11/8,Fairleigh Dickinson,Away,Saint Peter's,83.0,93.0,No
11/8,GA Southern,Home,UNC Asheville,93.0,90.0,Yes
11/8,UNC Asheville,Away,GA Southern,90.0,93.0,No
11/8,Texas,Home,Lafayette,97.0,60.0,Yes
11/8,Lafayette,Away,Texas,60.0,97.0,No
11/8,Memphis,Home,San Francisco,76.0,70.0,Yes
11/8,San Francisco,Away,Memphis,70.0,76.0,No
11/8,Mercyhurst,Home,PSU New Kens,94.0,43.0,Yes
11/8,PSU New Kens,Away,Mercyhurst,43.0,94.0,No
11/8,La Salle,Home,Monmouth,73.0,60.0,Yes
11/8,Monmouth,Away,La Salle,60.0,73.0,No
11/8,South Alabama,Home,Spring Hill,99.0,50.0,Yes
11/8,Spring Hill,Away,South Alabama,50.0,99.0,No
11/8,Santa Barbara,Home,San José St,85.0,74.0,Yes
11/8,San José St,Away,Santa Barbara,74.0,85.0,No
11/8,UNC Greensboro,Home,Elon,90.0,92.0,No
11/8,Elon,Away,UNC Greensboro,92.0,90.0,Yes
11/8,Norfolk St,Home,William & Mary,78.0,81.0,No
11/8,William & Mary,Away,Norfolk St,81.0,78.0,Yes
11/8,UCF,Home,Vanderbilt,93.0,105.0,No
11/8,Vanderbilt,Away,UCF,105.0,93.0,Yes
11/8,New Mexico,Home,UT Arlington,74.0,56.0,Yes
11/8,UT Arlington,Away,New Mexico,56.0,74.0,No
11/8,Boise St,Home,Utah Valley,101.0,77.0,Yes
11/8,Utah Valley,Away,Boise St,77.0,101.0,No
11/8,Wyoming,Home,Fullerton,92.0,82.0,Yes
11/8,Fullerton,Away,Wyoming,82.0,92.0,No
11/8,Air Force,Home,Austin Peay,54.0,74.0,No
11/8,Austin Peay,Away,Air Force,74.0,54.0,Yes
11/8,Colorado,Home,E Washington,102.0,97.0,Yes
11/8,E Washington,Away,Colorado,97.0,102.0,No
11/8,Stanford,Home,Montana,91.0,68.0,Yes
11/8,Montana,Away,Stanford,68.0,91.0,No
11/8,St Bonaventure,Home,Canisius,89.0,70.0,Yes
11/8,Canisius,Away,St Bonaventure,70.0,89.0,No
11/8,MD Eastern,Home,Cheyney (PA),104.0,59.0,Yes
11/8,Cheyney (PA),Away,MD Eastern,59.0,104.0,No
11/8,Virginia Tech,Home,Providence,107.0,101.0,Yes
11/8,Providence,Away,Virginia Tech,101.0,107.0,No
11/8,High Point,Home,Averett,127.0,52.0,Yes
11/8,Averett,Away,High Point,52.0,127.0,No
11/8,Fresno St,Home,Long Beach St,82.0,62.0,Yes
11/8,Long Beach St,Away,Fresno St,62.0,82.0,No
11/8,Butler,Home,IU Indy,112.0,80.0,Yes
11/8,IU Indy,Away,Butler,80.0,112.0,No
11/8,Stony Brook,Home,Maine,71.0,60.0,Yes
11/8,Maine,Away,Stony Brook,60.0,71.0,No
11/8,UMass,Home,UAlbany,83.0,62.0,Yes
11/8,UAlbany,Away,UMass,62.0,83.0,No
11/8,Charleston,Home,Florida Atlantic,77.0,94.0,No
11/8,Florida Atlantic,Away,Charleston,94.0,77.0,Yes
11/8,Presbyterian,Home,ETSU,68.0,64.0,Yes
11/8,ETSU,Away,Presbyterian,64.0,68.0,No
11/8,Richmond,Home,East Carolina,87.0,72.0,Yes
11/8,East Carolina,Away,Richmond,72.0,87.0,No
11/8,Wichita St,Home,Prairie View,105.0,62.0,Yes
11/8,Prairie View,Away,Wichita St,62.0,105.0,No
11/8,Villanova,Home,Queens,94.0,74.0,Yes
11/8,Queens,Away,Villanova,74.0,94.0,No
11/8,Tarleton St,Home,Texas A&M-CC,85.0,77.0,Yes
11/8,Texas A&M-CC,Away,Tarleton St,77.0,85.0,No
11/8,Utah,Home,Weber St,92.0,89.0,Yes
11/8,Weber St,Away,Utah,89.0,92.0,No
11/8,MTSU,Home,Webster,109.0,56.0,Yes
11/8,Webster,Away,MTSU,56.0,109.0,No
11/8,Oral Roberts,Home,John Brown,84.0,50.0,Yes
11/8,John Brown,Away,Oral Roberts,50.0,84.0,No
11/8,St Thomas (MN),Home,Army,83.0,76.0,Yes
11/8,Army,Away,St Thomas (MN),76.0,83.0,No
11/8,Bradley,Home,C Michigan,85.0,54.0,Yes
11/8,C Michigan,Away,Bradley,54.0,85.0,No
11/8,Missouri St,Home,NW Okla St,106.0,57.0,Yes
11/8,NW Okla St,Away,Missouri St,57.0,106.0,No
11/8,Kansas St,Home,Bellarmine,98.0,71.0,Yes
11/8,Bellarmine,Away,Kansas St,71.0,98.0,No
11/8,Belmont,Home,Tennessee St,87.0,79.0,Yes
11/8,Tennessee St,Away,Belmont,79.0,87.0,No
11/8,Southern Utah,Home,UT Rio Grande,72.0,95.0,No
11/8,UT Rio Grande,Away,Southern Utah,95.0,72.0,Yes
11/8,LMU,Home,AR-Pine Bluff,94.0,72.0,Yes
11/8,AR-Pine Bluff,Away,LMU,72.0,94.0,No
11/8,UNLV,Home,Chattanooga,101.0,69.0,Yes
11/8,Chattanooga,Away,UNLV,69.0,101.0,No
11/8,UC San Diego,Home,Hou Christian,78.0,60.0,Yes
11/8,Hou Christian,Away,UC San Diego,60.0,78.0,No
11/8,Seattle U,Home,Cal Poly,71.0,73.0,No
11/8,Cal Poly,Away,Seattle U,73.0,71.0,Yes
11/8,Nevada,Home,Pacific,78.0,77.0,Yes
11/8,Pacific,Away,Nevada,77.0,78.0,No
11/9,Harvard,Home,New Hampshire,86.0,75.0,Yes
11/9,New Hampshire,Away,Harvard,75.0,86.0,No
11/9,Campbell,Home,W Michigan,91.0,82.0,Yes
11/9,W Michigan,Away,Campbell,82.0,91.0,No
11/9,App State,Home,North Carolina Central,76.0,54.0,Yes
11/9,North Carolina Central,Away,App State,54.0,76.0,No
11/9,Marquette,Home,Indiana,77.0,100.0,No
11/9,Indiana,Away,Marquette,100.0,77.0,Yes
11/9,James Madison,Home,Coppin St.,84.0,70.0,Yes
11/9,Coppin St.,Away,James Madison,70.0,84.0,No
11/9,American,Home,Penn,84.0,78.0,Yes
11/9,Penn,Away,American,78.0,84.0,No
11/9,Georgia,Home,Morehead St,120.0,81.0,Yes
11/9,Morehead St,Away,Georgia,81.0,120.0,No
11/9,Mercer,Home,Lipscomb,92.0,77.0,Yes
11/9,Lipscomb,Away,Mercer,77.0,92.0,No
11/9,Bowling Green,Home,Le Moyne,83.0,60.0,Yes
11/9,Le Moyne,Away,Bowling Green,60.0,83.0,No
11/9,Purdue FW,Home,Dominican IL,137.0,56.0,Yes
11/9,Dominican IL,Away,Purdue FW,56.0,137.0,No
11/9,North Dakota,Home,CSU Northridge,85.0,93.0,No
11/9,CSU Northridge,Away,North Dakota,93.0,85.0,Yes
11/9,Northern Iowa,Home,S Dakota St,65.0,58.0,Yes
11/9,S Dakota St,Away,Northern Iowa,58.0,65.0,No
11/9,Brown,Home,Vermont,84.0,89.0,No
11/9,Vermont,Away,Brown,89.0,84.0,Yes
11/9,Dartmouth,Home,Marist,56.0,75.0,No
11/9,Marist,Away,Dartmouth,75.0,56.0,Yes
11/9,Oklahoma St,Home,Texas A&M,87.0,63.0,Yes
11/9,Texas A&M,Away,Oklahoma St,63.0,87.0,No
11/9,Illinois St,Home,Cornell,76.0,65.0,Yes
11/9,Cornell,Away,Illinois St,65.0,76.0,No
11/9,South Dakota,Home,Ozark Chrstn,121.0,65.0,Yes
11/9,Ozark Chrstn,Away,South Dakota,65.0,121.0,No
11/9,Louisiana Tech,Home,Lyon,93.0,35.0,Yes
11/9,Lyon,Away,Louisiana Tech,35.0,93.0,No
11/9,Montana St,Home,Denver,73.0,75.0,No
11/9,Denver,Away,Montana St,75.0,73.0,Yes
11/9,West Virginia,Home,Lehigh,69.0,47.0,Yes
11/9,Lehigh,Away,West Virginia,47.0,69.0,No
11/9,Arizona St,Home,Utah Tech,81.0,66.0,Yes
11/9,Utah Tech,Away,Arizona St,66.0,81.0,No
11/9,Evansville,Home,Oakland City,76.0,47.0,Yes
11/9,Oakland City,Away,Evansville,47.0,76.0,No
11/9,Missouri,Home,VMI,106.0,68.0,Yes
11/9,VMI,Away,Missouri,68.0,106.0,No
11/9,Loyola Chicago,Home,North Texas,62.0,64.0,No
11/9,North Texas,Away,Loyola Chicago,64.0,62.0,Yes
11/9,Portland,Home,UC Davis,67.0,63.0,Yes
11/9,UC Davis,Away,Portland,63.0,67.0,No
11/9,San Diego St,Home,Idaho St,73.0,57.0,Yes
11/9,Idaho St,Away,San Diego St,57.0,73.0,No
11/9,Howard,Home,Grambling,70.0,73.0,No
11/9,Grambling,Away,Howard,73.0,70.0,Yes
11/9,Liberty,Home,Florida Atlantic,88.0,68.0,Yes
11/9,Florida Atlantic,Away,Liberty,68.0,88.0,No
11/9,USC,Home,Manhattan,114.0,83.0,Yes
11/9,Manhattan,Away,USC,83.0,114.0,No
11/9,Colorado St,Home,Omaha,97.0,74.0,Yes
11/9,Omaha,Away,Colorado St,74.0,97.0,No
11/9,South Carolina,Home,Southern Miss,83.0,79.0,Yes
11/9,Southern Miss,Away,South Carolina,79.0,83.0,No
11/9,UT Martin,Home,KCU,97.0,42.0,Yes
11/9,KCU,Away,UT Martin,42.0,97.0,No
11/9,Baylor,Home,Washington,78.0,69.0,Yes
11/9,Washington,Away,Baylor,69.0,78.0,No
11/9,Hawai’i,Home,E Texas A&M,100.0,74.0,Yes
11/9,E Texas A&M,Away,Hawai’i,74.0,100.0,No
11/10,Connecticut,Home,Columbia,89.0,62.0,Yes
11/10,Columbia,Away,Connecticut,62.0,89.0,No
11/10,UCLA,Home,West Georgia,83.0,62.0,Yes
11/10,West Georgia,Away,UCLA,62.0,83.0,No
11/10,Iowa State,Home,Mississippi St,96.0,80.0,Yes
11/10,Mississippi St,Away,Iowa State,80.0,96.0,No
11/10,Hofstra,Home,Molloy,95.0,61.0,Yes
11/10,Molloy,Away,Hofstra,61.0,95.0,No
11/10,Green Bay,Home,Ripon,83.0,63.0,Yes
11/10,Ripon,Away,Green Bay,63.0,83.0,No
11/10,Jax State,Home,Reinhardt,114.0,39.0,Yes
11/10,Reinhardt,Away,Jax State,39.0,114.0,No
11/10,Southern,Home,Ecclesia,115.0,51.0,Yes
11/10,Ecclesia,Away,Southern,51.0,115.0,No
11/10,UMass Lowell,Home,New Haven,67.0,73.0,No
11/10,New Haven,Away,UMass Lowell,73.0,67.0,Yes
11/10,Furman,Home,Columbia Int'l,89.0,59.0,Yes
11/10,Columbia Int'l,Away,Furman,59.0,89.0,No
11/10,Youngstown St,Home,Penn State-She,115.0,53.0,Yes
11/10,Penn State-She,Away,Youngstown St,53.0,115.0,No
11/10,Rutgers,Home,Maine,72.0,60.0,Yes
11/10,Maine,Away,Rutgers,60.0,72.0,No
11/10,Niagara,Home,Delaware St,68.0,57.0,Yes
11/10,Delaware St,Away,Niagara,57.0,68.0,No
11/10,SIUE,Home,Indiana St,55.0,64.0,No
11/10,Indiana St,Away,SIUE,64.0,55.0,Yes
11/10,NC A&T,Home,USC Upstate,85.0,62.0,Yes
11/10,USC Upstate,Away,NC A&T,62.0,85.0,No
11/10,Gardner-Webb,Home,N Greenville,81.0,92.0,No
11/10,N Greenville,Away,Gardner-Webb,92.0,81.0,Yes
11/10,Georgia St,Home,Presbyterian,61.0,63.0,No
11/10,Presbyterian,Away,Georgia St,63.0,61.0,Yes
11/10,Tennessee Tech,Home,VA Lynchburg,118.0,58.0,Yes
11/10,VA Lynchburg,Away,Tennessee Tech,58.0,118.0,No
11/10,Robert Morris,Home,Geneva,93.0,47.0,Yes
11/10,Geneva,Away,Robert Morris,47.0,93.0,No
11/10,E Kentucky,Home,Western KY,79.0,87.0,No
11/10,Western KY,Away,E Kentucky,87.0,79.0,Yes
11/10,Seton Hall,Home,Fairfield,82.0,59.0,Yes
11/10,Fairfield,Away,Seton Hall,59.0,82.0,No
11/10,Kent State,Home,UNC Wilmington,86.0,77.0,Yes
11/10,UNC Wilmington,Away,Kent State,77.0,86.0,No
11/10,The Citadel,Home,Charleston So,86.0,96.0,No
11/10,Charleston So,Away,The Citadel,96.0,86.0,Yes
11/10,Pittsburgh,Home,E Michigan,78.0,66.0,Yes
11/10,E Michigan,Away,Pittsburgh,66.0,78.0,No
11/10,Miami,Home,Stetson,102.0,61.0,Yes
11/10,Stetson,Away,Miami,61.0,102.0,No
11/10,UL Monroe,Home,Rust,88.0,55.0,Yes
11/10,Rust,Away,UL Monroe,55.0,88.0,No
11/10,McNeese,Home,Biblical Stud,132.0,50.0,Yes
11/10,Biblical Stud,Away,McNeese,50.0,132.0,No
11/10,Drake,Home,Simpson,89.0,51.0,Yes
11/10,Simpson,Away,Drake,51.0,89.0,No
11/10,UT Arlington,Home,Arlington Bapt,117.0,61.0,Yes
11/10,Arlington Bapt,Away,UT Arlington,61.0,117.0,No
11/10,Milwaukee,Home,Little Rock,92.0,72.0,Yes
11/10,Little Rock,Away,Milwaukee,72.0,92.0,No
11/10,Saint Louis,Home,Lindenwood,109.0,66.0,Yes
11/10,Lindenwood,Away,Saint Louis,66.0,109.0,No
11/10,TCU,Home,Lamar,78.0,65.0,Yes
11/10,Lamar,Away,TCU,65.0,78.0,No
11/10,LSU,Home,New Orleans,93.0,58.0,Yes
11/10,New Orleans,Away,LSU,58.0,93.0,No
11/10,Northwestern,Home,Cleveland St,110.0,63.0,Yes
11/10,Cleveland St,Away,Northwestern,63.0,110.0,No
11/10,Xavier,Home,Santa Clara,68.0,87.0,No
11/10,Santa Clara,Away,Xavier,87.0,68.0,Yes
11/10,Grand Canyon,Home,N Illinois,88.0,59.0,Yes
11/10,N Illinois,Away,Grand Canyon,59.0,88.0,No
11/10,Utah,Home,Holy Cross,87.0,69.0,Yes
11/10,Holy Cross,Away,Utah,69.0,87.0,No
11/10,Georgia Tech,Home,SE Louisiana,70.0,60.0,Yes
11/10,SE Louisiana,Away,Georgia Tech,60.0,70.0,No
11/10,Washington St,Home,St Thomas (MN),81.0,71.0,Yes
11/10,St Thomas (MN),Away,Washington St,71.0,81.0,No
11/10,UC Irvine,Home,Lincoln U (CA),130.0,63.0,Yes
11/10,Lincoln U (CA),Away,UC Irvine,63.0,130.0,No
11/10,California,Home,Fullerton,93.0,65.0,Yes
11/10,Fullerton,Away,California,65.0,93.0,No
11/11,Army,Home,Duke,59.0,114.0,No
11/11,Duke,Away,Army,114.0,59.0,Yes
11/11,Arizona,Home,N Arizona,84.0,49.0,Yes
11/11,N Arizona,Away,Arizona,49.0,84.0,No
11/11,Michigan,Home,Wake Forest,85.0,84.0,Yes
11/11,Wake Forest,Away,Michigan,84.0,85.0,No
11/11,BYU,Home,Delaware,85.0,68.0,Yes
11/11,Delaware,Away,BYU,68.0,85.0,No
11/11,Louisville,Home,Kentucky,96.0,88.0,Yes
11/11,Kentucky,Away,Louisville,88.0,96.0,No
11/11,Florida,Home,Florida St,78.0,76.0,Yes
11/11,Florida St,Away,Florida,76.0,78.0,No
11/11,Illinois,Home,Texas Tech,81.0,77.0,Yes
11/11,Texas Tech,Away,Illinois,77.0,81.0,No
11/11,North Carolina,Home,Radford,89.0,74.0,Yes
11/11,Radford,Away,North Carolina,74.0,89.0,No
11/11,Gonzaga,Home,Creighton,90.0,63.0,Yes
11/11,Creighton,Away,Gonzaga,63.0,90.0,No
11/11,Arkansas,Home,C Arkansas,93.0,56.0,Yes
11/11,C Arkansas,Away,Arkansas,56.0,93.0,No
11/11,Auburn,Home,Wofford,93.0,62.0,Yes
11/11,Wofford,Away,Auburn,62.0,93.0,No
11/11,Wisconsin,Home,Ball State,86.0,55.0,Yes
11/11,Ball State,Away,Wisconsin,55.0,86.0,No
11/11,Kansas,Home,Texas A&M-CC,77.0,46.0,Yes
11/11,Texas A&M-CC,Away,Kansas,46.0,77.0,No
11/11,IU Indy,Home,IU Columbus,121.0,77.0,Yes
11/11,IU Columbus,Away,IU Indy,77.0,121.0,No
11/11,Kansas City,Home,Iona,91.0,105.0,No
11/11,Iona,Away,Kansas City,105.0,91.0,Yes
11/11,Abilene Chrstn,Home,SW Adventist,104.0,63.0,Yes
11/11,SW Adventist,Away,Abilene Chrstn,63.0,104.0,No
11/11,Air Force,Home,LIU,72.0,76.0,No
11/11,LIU,Away,Air Force,76.0,72.0,Yes
11/11,Incarnate Word,Home,SW Christian U,109.0,70.0,Yes
11/11,SW Christian U,Away,Incarnate Word,70.0,109.0,No
11/11,Morgan St,Home,UMBC,79.0,81.0,No
11/11,UMBC,Away,Morgan St,81.0,79.0,Yes
11/11,Bethune,Home,Coastal GA,101.0,60.0,Yes
11/11,Coastal GA,Away,Bethune,60.0,101.0,No
11/11,UAlbany,Home,SUNY Delhi,115.0,52.0,Yes
11/11,SUNY Delhi,Away,UAlbany,52.0,115.0,No
11/11,Stony Brook,Home,St Joseph's LI,107.0,43.0,Yes
11/11,St Joseph's LI,Away,Stony Brook,43.0,107.0,No
11/11,Ohio State,Home,App State,75.0,53.0,Yes
11/11,App State,Away,Ohio State,53.0,75.0,No
11/11,UNC Asheville,Home,Lipscomb,69.0,64.0,Yes
11/11,Lipscomb,Away,UNC Asheville,64.0,69.0,No
11/11,Penn State,Home,Navy,80.0,71.0,Yes
11/11,Navy,Away,Penn State,71.0,80.0,No
11/11,Old Dominion,Home,Norfolk St,60.0,57.0,Yes
11/11,Norfolk St,Away,Old Dominion,57.0,60.0,No
11/11,Colgate,Home,Drexel,90.0,83.0,Yes
11/11,Drexel,Away,Colgate,83.0,90.0,No
11/11,Maryland,Home,Alcorn St,84.0,64.0,Yes
11/11,Alcorn St,Away,Maryland,64.0,84.0,No
11/11,Troy,Home,Pensacola Chrs,121.0,56.0,Yes
11/11,Pensacola Chrs,Away,Troy,56.0,121.0,No
11/11,Coastal,Home,Winthrop,72.0,66.0,Yes
11/11,Winthrop,Away,Coastal,66.0,72.0,No
11/11,George Mason,Home,Catawba,86.0,62.0,Yes
11/11,Catawba,Away,George Mason,62.0,86.0,No
11/11,UCF,Home,Florida A&M,97.0,60.0,Yes
11/11,Florida A&M,Away,UCF,60.0,97.0,No
11/11,Villanova,Home,Sacred Heart,94.0,60.0,Yes
11/11,Sacred Heart,Away,Villanova,60.0,94.0,No
11/11,North Alabama,Home,N'Western St,87.0,83.0,Yes
11/11,N'Western St,Away,North Alabama,83.0,87.0,No
11/11,Wright St,Home,Toledo,71.0,81.0,No
11/11,Toledo,Away,Wright St,81.0,71.0,Yes
11/11,Detroit Mercy,Home,Cleary,92.0,54.0,Yes
11/11,Cleary,Away,Detroit Mercy,54.0,92.0,No
11/11,High Point,Home,Jacksonville,85.0,64.0,Yes
11/11,Jacksonville,Away,High Point,64.0,85.0,No
11/11,FGCU,Home,GA Southern,94.0,95.0,No
11/11,GA Southern,Away,FGCU,95.0,94.0,Yes
11/11,Temple,Home,La Salle,90.0,63.0,Yes
11/11,La Salle,Away,Temple,63.0,90.0,No
11/11,Fordham,Home,Wagner,63.0,61.0,Yes
11/11,Wagner,Away,Fordham,61.0,63.0,No
11/11,Butler,Home,Chicago St,98.0,66.0,Yes
11/11,Chicago St,Away,Butler,66.0,98.0,No
11/11,Charlotte,Home,Davidson,55.0,62.0,No
11/11,Davidson,Away,Charlotte,62.0,55.0,Yes
11/11,Loyola MD,Home,NJIT,64.0,66.0,No
11/11,NJIT,Away,Loyola MD,66.0,64.0,Yes
11/11,Richmond,Home,William & Mary,90.0,86.0,Yes
11/11,William & Mary,Away,Richmond,86.0,90.0,No
11/11,Rhode Island,Home,Stonehill,80.0,57.0,Yes
11/11,Stonehill,Away,Rhode Island,57.0,80.0,No
11/11,Cincinnati,Home,Dayton,74.0,62.0,Yes
11/11,Dayton,Away,Cincinnati,62.0,74.0,No
11/11,Clemson,Home,Morehead St,83.0,56.0,Yes
11/11,Morehead St,Away,Clemson,56.0,83.0,No
11/11,Boston College,Home,C Connecticut,59.0,60.0,No
11/11,C Connecticut,Away,Boston College,60.0,59.0,Yes
11/11,Harvard,Home,Northeastern,60.0,77.0,No
11/11,Northeastern,Away,Harvard,77.0,60.0,Yes
11/11,Providence,Home,Penn,106.0,81.0,Yes
11/11,Penn,Away,Providence,81.0,106.0,No
11/11,Saint Francis,Home,Mount St Marys,66.0,74.0,No
11/11,Mount St Marys,Away,Saint Francis,74.0,66.0,Yes
11/11,Princeton,Home,Bucknell,73.0,63.0,Yes
11/11,Bucknell,Away,Princeton,63.0,73.0,No
11/11,Towson,Home,Wilson,101.0,62.0,Yes
11/11,Wilson,Away,Towson,62.0,101.0,No
11/11,UAB,Home,Alabama St,74.0,77.0,No
11/11,Alabama St,Away,UAB,77.0,74.0,Yes
11/11,Quinnipiac,Home,Yale,60.0,97.0,No
11/11,Yale,Away,Quinnipiac,97.0,60.0,Yes
11/11,Notre Dame,Home,E Illinois,78.0,58.0,Yes
11/11,E Illinois,Away,Notre Dame,58.0,78.0,No
11/11,North Dakota,Home,Mayville St,128.0,58.0,Yes
11/11,Mayville St,Away,North Dakota,58.0,128.0,No
11/11,Tennessee St,Home,Oakwood,114.0,76.0,Yes
11/11,Oakwood,Away,Tennessee St,76.0,114.0,No
11/11,UIC,Home,St. Francis IL,98.0,55.0,Yes
11/11,St. Francis IL,Away,UIC,55.0,98.0,No
11/11,Tarleton St,Home,Merrimack,76.0,62.0,Yes
11/11,Merrimack,Away,Tarleton St,62.0,76.0,No
11/11,Louisiana,Home,Tulane,62.0,66.0,No
11/11,Tulane,Away,Louisiana,66.0,62.0,Yes
11/11,Rice,Home,SF Austin,69.0,81.0,No
11/11,SF Austin,Away,Rice,81.0,69.0,Yes
11/11,Oklahoma,Home,AR-Pine Bluff,95.0,69.0,Yes
11/11,AR-Pine Bluff,Away,Oklahoma,69.0,95.0,No
11/11,DePaul,Home,Buffalo,53.0,66.0,No
11/11,Buffalo,Away,DePaul,66.0,53.0,Yes
11/11,Missouri St,Home,Arkansas St,85.0,86.0,No
11/11,Arkansas St,Away,Missouri St,86.0,85.0,Yes
11/11,N Dakota St,Home,CSU Northridge,90.0,68.0,Yes
11/11,CSU Northridge,Away,N Dakota St,68.0,90.0,No
11/11,Nebraska,Home,MD Eastern,69.0,50.0,Yes
11/11,MD Eastern,Away,Nebraska,50.0,69.0,No
11/11,SMU,Home,Murray St,102.0,91.0,Yes
11/11,Murray St,Away,SMU,91.0,102.0,No
11/11,Duquesne,Home,Queens,87.0,81.0,Yes
11/11,Queens,Away,Duquesne,81.0,87.0,No
11/11,Wyoming,Home,Austin Peay,79.0,65.0,Yes
11/11,Austin Peay,Away,Wyoming,65.0,79.0,No
11/11,Southern Utah,Home,Bethesda,118.0,60.0,Yes
11/11,Bethesda,Away,Southern Utah,60.0,118.0,No
11/11,Mississippi,Home,Memphis,83.0,77.0,Yes
11/11,Memphis,Away,Mississippi,77.0,83.0,No
11/11,New Mexico,Home,UC Riverside,82.0,68.0,Yes
11/11,UC Riverside,Away,New Mexico,68.0,82.0,No
11/11,Pepperdine,Home,Lincoln U (CA),113.0,76.0,Yes
11/11,Lincoln U (CA),Away,Pepperdine,76.0,113.0,No
11/11,UTEP,Home,LMU,58.0,71.0,No
11/11,LMU,Away,UTEP,71.0,58.0,Yes
11/11,Boise St,Home,UT Rio Grande,85.0,65.0,Yes
11/11,UT Rio Grande,Away,Boise St,65.0,85.0,No
11/11,Virginia,Home,Hampton,91.0,53.0,Yes
11/11,Hampton,Away,Virginia,53.0,91.0,No
11/11,New Mexico St,Home,NM Highlands,74.0,58.0,Yes
11/11,NM Highlands,Away,New Mexico St,58.0,74.0,No
11/11,Bakersfield,Home,W Illinois,74.0,58.0,Yes
11/11,W Illinois,Away,Bakersfield,58.0,74.0,No
11/11,Saint Mary's,Home,Ohio,90.0,60.0,Yes
11/11,Ohio,Away,Saint Mary's,60.0,90.0,No
11/11,Sacramento St,Home,Santa Barbara,87.0,92.0,No
11/11,Santa Barbara,Away,Sacramento St,92.0,87.0,Yes
11/11,UNLV,Home,Montana,93.0,102.0,No
11/11,Montana,Away,UNLV,102.0,93.0,Yes
11/12,Houston,Home,Oakland,78.0,45.0,Yes
11/12,Oakland,Away,Houston,45.0,78.0,No
11/12,Tennessee,Home,North Florida,99.0,66.0,Yes
11/12,North Florida,Away,Tennessee,66.0,99.0,No
11/12,VMI,Home,VA Lynchburg,106.0,54.0,Yes
11/12,VA Lynchburg,Away,VMI,54.0,106.0,No
11/12,Georgetown,Home,Binghamton,83.0,70.0,Yes
11/12,Binghamton,Away,Georgetown,70.0,83.0,No
11/12,North Carolina Central,Home,Bluefield St,77.0,61.0,Yes
11/12,Bluefield St,Away,North Carolina Central,61.0,77.0,No
11/12,Kennesaw St,Home,Point,111.0,60.0,Yes
11/12,Point,Away,Kennesaw St,60.0,111.0,No
11/12,Marshall,Home,Elon,96.0,89.0,Yes
11/12,Elon,Away,Marshall,89.0,96.0,No
11/12,SC Upstate,Home,Bob Jones,114.0,53.0,Yes
11/12,Bob Jones,Away,SC Upstate,53.0,114.0,No
11/12,Longwood,Home,James Madison,82.0,72.0,Yes
11/12,James Madison,Away,Longwood,72.0,82.0,No
11/12,South Carolina,Home,Presbyterian,81.0,61.0,Yes
11/12,Presbyterian,Away,South Carolina,61.0,81.0,No
11/12,New Hampshire,Home,Emmanuel (MA),97.0,69.0,Yes
11/12,Emmanuel (MA),Away,New Hampshire,69.0,97.0,No
11/12,ETSU,Home,N Kentucky,75.0,63.0,Yes
11/12,N Kentucky,Away,ETSU,63.0,75.0,No
11/12,W Michigan,Home,Purdue FW,83.0,71.0,Yes
11/12,Purdue FW,Away,W Michigan,71.0,83.0,No
11/12,Bellarmine,Home,Hanover,94.0,55.0,Yes
11/12,Hanover,Away,Bellarmine,55.0,94.0,No
11/12,South Florida,Home,Coppin St.,100.0,50.0,Yes
11/12,Coppin St.,Away,South Florida,50.0,100.0,No
11/12,VCU,Home,Saint Peter's,78.0,61.0,Yes
11/12,Saint Peter's,Away,VCU,61.0,78.0,No
11/12,Indiana,Home,Milwaukee,101.0,70.0,Yes
11/12,Milwaukee,Away,Indiana,70.0,101.0,No
11/12,Akron,Home,Penn State-She,109.0,51.0,Yes
11/12,Penn State-She,Away,Akron,51.0,109.0,No
11/12,Boston U,Home,Brown,90.0,77.0,Yes
11/12,Brown,Away,Boston U,77.0,90.0,No
11/12,Virginia Tech,Home,Saint Joseph's,94.0,59.0,Yes
11/12,Saint Joseph's,Away,Virginia Tech,59.0,94.0,No
11/12,St Bonaventure,Home,Siena,75.0,66.0,Yes
11/12,Siena,Away,St Bonaventure,66.0,75.0,No
