Date,Team,Location,Opponent,Team_Score,Opponent_Score,Win?
12/9,Saint Joseph's,Home,Coppin St.,87.0,65.0,Yes
12/9,Coppin St.,Away,Saint Joseph's,65.0,87.0,No
12/9,Lindenwood,Home,Culver Stock,110.0,44.0,Yes
12/9,Culver Stock,Away,Lindenwood,44.0,110.0,No
12/9,Ball State,Home,S Dakota St,64.0,68.0,No
12/9,S Dakota St,Away,Ball State,68.0,64.0,Yes
12/9,West Virginia,Home,Little Rock,90.0,58.0,Yes
12/9,Little Rock,Away,West Virginia,58.0,90.0,No
12/9,Stony Brook,Home,Columbia,77.0,73.0,Yes
12/9,Columbia,Away,Stony Brook,73.0,77.0,No
12/9,Rhode Island,Home,McNeese,64.0,66.0,No
12/9,McNeese,Away,Rhode Island,66.0,64.0,Yes
12/9,Rider,Home,Bucknell,38.0,51.0,No
12/9,Bucknell,Away,Rider,51.0,38.0,Yes
12/9,Providence,Home,Brown,86.0,79.0,Yes
12/9,Brown,Away,Providence,79.0,86.0,No
12/9,Omaha,Home,Doane,79.0,70.0,Yes
12/9,Doane,Away,Omaha,70.0,79.0,No
12/9,DePaul,Home,Morgan St,92.0,49.0,Yes
12/9,Morgan St,Away,DePaul,49.0,92.0,No
12/9,Indiana,Home,Penn State,113.0,72.0,Yes
12/9,Penn State,Away,Indiana,72.0,113.0,No
12/9,Wyoming,Home,South Dakota,106.0,79.0,Yes
12/9,South Dakota,Away,Wyoming,79.0,106.0,No
12/9,Denver,Home,CO Christian,95.0,59.0,Yes
12/9,CO Christian,Away,Denver,59.0,95.0,No
12/9,San Diego,Home,USC,81.0,94.0,No
12/9,USC,Away,San Diego,94.0,81.0,Yes
12/9,Colorado St,Home,Dartmouth,76.0,55.0,Yes
12/9,Dartmouth,Away,Colorado St,55.0,76.0,No
12/9,Arizona St,Home,N Arizona,73.0,48.0,Yes
12/9,N Arizona,Away,Arizona St,48.0,73.0,No
12/9,San José St,Home,Long Beach St,89.0,83.0,Yes
12/9,Long Beach St,Away,San José St,83.0,89.0,No
12/9,California,Home,Dominican CA,93.0,71.0,Yes
12/9,Dominican CA,Away,California,71.0,93.0,No
12/10,Purdue,Home,Minnesota,85.0,57.0,Yes
12/10,Minnesota,Away,Purdue,57.0,85.0,No
12/10,Houston,Home,Jackson St,80.0,38.0,Yes
12/10,Jackson St,Away,Houston,38.0,80.0,No
12/10,Nebraska,Home,Wisconsin,90.0,60.0,Yes
12/10,Wisconsin,Away,Nebraska,60.0,90.0,No
12/10,Baylor,Home,Norfolk St,97.0,67.0,Yes
12/10,Norfolk St,Away,Baylor,67.0,97.0,No
12/10,Yale,Home,UAlbany,93.0,82.0,Yes
12/10,UAlbany,Away,Yale,82.0,93.0,No
12/10,Princeton,Home,Merrimack,56.0,59.0,No
12/10,Merrimack,Away,Princeton,59.0,56.0,Yes
12/10,UNC Asheville,Home,Miami OH,87.0,90.0,No
12/10,Miami OH,Away,UNC Asheville,90.0,87.0,Yes
12/10,UMass Lowell,Home,Fisher,122.0,73.0,Yes
12/10,Fisher,Away,UMass Lowell,73.0,122.0,No
12/10,Hofstra,Home,Old Westbury,92.0,23.0,Yes
12/10,Old Westbury,Away,Hofstra,23.0,92.0,No
12/10,NJIT,Home,New Haven,70.0,64.0,Yes
12/10,New Haven,Away,NJIT,64.0,70.0,No
12/10,South Florida,Home,Charleston,81.0,75.0,Yes
12/10,Charleston,Away,South Florida,75.0,81.0,No
12/10,Florida Atlantic,Home,Saint Leo,112.0,55.0,Yes
12/10,Saint Leo,Away,Florida Atlantic,55.0,112.0,No
12/10,Marshall,Home,Western KY,77.0,61.0,Yes
12/10,Western KY,Away,Marshall,61.0,77.0,No
12/10,VCU,Home,New Mexico,78.0,81.0,No
12/10,New Mexico,Away,VCU,81.0,78.0,Yes
12/10,Boston U,Home,Maine,59.0,69.0,No
12/10,Maine,Away,Boston U,69.0,59.0,Yes
12/10,Iona,Home,Bryant,69.0,63.0,Yes
12/10,Bryant,Away,Iona,63.0,69.0,No
12/10,Notre Dame,Home,Idaho,80.0,65.0,Yes
12/10,Idaho,Away,Notre Dame,65.0,80.0,No
12/10,N.C. State,Home,Liberty,85.0,45.0,Yes
12/10,Liberty,Away,N.C. State,45.0,85.0,No
12/10,Boston College,Home,UMass,74.0,76.0,No
12/10,UMass,Away,Boston College,76.0,74.0,Yes
12/10,St Bonaventure,Home,Colgate,85.0,77.0,Yes
12/10,Colgate,Away,St Bonaventure,77.0,85.0,No
12/10,G Washington,Home,Delaware,58.0,70.0,No
12/10,Delaware,Away,G Washington,70.0,58.0,Yes
12/10,Fordham,Home,Fairleigh Dickinson,75.0,54.0,Yes
12/10,Fairleigh Dickinson,Away,Fordham,54.0,75.0,No
12/10,Tulane,Home,Tougaloo,84.0,72.0,Yes
12/10,Tougaloo,Away,Tulane,72.0,84.0,No
12/10,Nicholls,Home,Biblical Stud,117.0,49.0,Yes
12/10,Biblical Stud,Away,Nicholls,49.0,117.0,No
12/10,North Dakota,Home,Crown,89.0,43.0,Yes
12/10,Crown,Away,North Dakota,43.0,89.0,No
12/10,S Illinois,Home,UT Martin,83.0,54.0,Yes
12/10,UT Martin,Away,S Illinois,54.0,83.0,No
12/10,E Illinois,Home,E Kentucky,59.0,68.0,No
12/10,E Kentucky,Away,E Illinois,68.0,59.0,Yes
12/10,Tulsa,Home,AR-Pine Bluff,117.0,84.0,Yes
12/10,AR-Pine Bluff,Away,Tulsa,84.0,117.0,No
12/10,Kansas City,Home,Weber St,60.0,64.0,No
12/10,Weber St,Away,Kansas City,64.0,60.0,Yes
12/10,Utah Valley,Home,Idaho St,73.0,69.0,Yes
12/10,Idaho St,Away,Utah Valley,69.0,73.0,No
12/10,Purdue FW,Home,E Michigan,80.0,65.0,Yes
12/10,E Michigan,Away,Purdue FW,65.0,80.0,No
12/10,Texas St,Home,Southern,86.0,83.0,Yes
12/10,Southern,Away,Texas St,83.0,86.0,No
12/10,Boise St,Home,Duquesne,86.0,64.0,Yes
12/10,Duquesne,Away,Boise St,64.0,86.0,No
12/10,San Diego St,Home,Lamar,89.0,71.0,Yes
12/10,Lamar,Away,San Diego St,71.0,89.0,No
12/10,CSU Northridge,Home,Fresno St,89.0,87.0,Yes
12/10,Fresno St,Away,CSU Northridge,87.0,89.0,No
12/10,Fullerton,Home,Bethesda,116.0,66.0,Yes
12/10,Bethesda,Away,Fullerton,66.0,116.0,No
12/10,Montana,Home,SalishKootenai,102.0,46.0,Yes
12/10,SalishKootenai,Away,Montana,46.0,102.0,No
12/10,Hawai’i,Home,Hawai'i Hilo,98.0,46.0,Yes
12/10,Hawai'i Hilo,Away,Hawai’i,46.0,98.0,No
12/11,Iowa State,Home,Iowa,66.0,62.0,Yes
12/11,Iowa,Away,Iowa State,62.0,66.0,No
12/11,IU Indy,Home,Green Bay,75.0,85.0,No
12/11,Green Bay,Away,IU Indy,85.0,75.0,Yes
12/11,Wagner,Home,Bloomfield,95.0,93.0,Yes
12/11,Bloomfield,Away,Wagner,93.0,95.0,No
12/11,GA Southern,Home,Coastal GA,100.0,58.0,Yes
12/11,Coastal GA,Away,GA Southern,58.0,100.0,No
12/11,Jacksonville,Home,Trinity Co Jax,122.0,49.0,Yes
12/11,Trinity Co Jax,Away,Jacksonville,49.0,122.0,No
12/11,East Carolina,Home,App State,54.0,67.0,No
12/11,App State,Away,East Carolina,67.0,54.0,Yes
12/11,Virginia Tech,Home,W Carolina,96.0,74.0,Yes
12/11,W Carolina,Away,Virginia Tech,74.0,96.0,No
12/11,UT Rio Grande,Home,UT Arlington,50.0,58.0,No
12/11,UT Arlington,Away,UT Rio Grande,58.0,50.0,Yes
12/11,St Thomas (MN),Home,St John's (MN),80.0,56.0,Yes
12/11,St John's (MN),Away,St Thomas (MN),56.0,80.0,No
12/11,Missouri,Home,Alabama St,85.0,77.0,Yes
12/11,Alabama St,Away,Missouri,77.0,85.0,No
12/11,Denver,Home,AK-Anchorage,97.0,61.0,Yes
12/11,AK-Anchorage,Away,Denver,61.0,97.0,No
12/11,Syracuse,Home,Saint Joseph's,71.0,63.0,Yes
12/11,Saint Joseph's,Away,Syracuse,63.0,71.0,No
12/11,Bakersfield,Home,N Dakota St,69.0,80.0,No
12/11,N Dakota St,Away,Bakersfield,80.0,69.0,Yes
